Notes,Year,Make,Model,Trim,Engine
,1997,Honda,Civic del Sol,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1997,Honda,Civic del Sol,VTEC Coupe 2-Door,1.6L 1595CC l4 GAS DOHC Naturally Aspirated
,1996,Honda,Civic,CX Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,DX Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,DX Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,DX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,EX Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,EX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,HX Coupe 2-Door,1.6L 1590CC l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,LX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic del Sol,S Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic del Sol,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1996,Honda,Civic del Sol,VTEC Coupe 2-Door,1.6L 1595CC l4 GAS DOHC Naturally Aspirated
,1995,Honda,Civic,CX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
Notes,Year,Make,Model,Trim,Engine
,1995,Honda,Civic,DX Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,DX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,DX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,EX Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,EX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,LX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,Si Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic,VX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic del Sol,S Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic del Sol,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1995,Honda,Civic del Sol,VTEC Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS DOHC Naturally Aspirated
,1994,Honda,Civic,CX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,DX Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,DX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,DX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,EX Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,EX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,LX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,Si Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic,VX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
Notes,Year,Make,Model,Trim,Engine
,1994,Honda,Civic del Sol,S Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic del Sol,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1994,Honda,Civic del Sol,VTEC Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS DOHC Naturally Aspirated
,1993,Honda,Civic,CX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,DX Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,DX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,DX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,EX Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,EX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,LX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,Si Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic,VX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic del Sol,S Coupe 2-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1993,Honda,Civic del Sol,Si Coupe 2-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,CX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,DX Hatchback 3-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,DX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,EX Sedan 4-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,LX Sedan 4-Door,1.5L 1493CC l4 GAS SOHC Naturally Aspirated
,1992,Honda,Civic,Si Hatchback 3-Door,1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated
